"title","genre","year","release_date","colour","duration","classification","rating","producer","director","writer","actress","synopsis"
"Air Terjun Pengantin","Horor",2009,2009-12-03,"Colour",74,"DEWASA",3.5,"Ody Mulya Hidayat","Rizal Mantovani","Alim Sudio","Tamara Bleszynski, Marcel Chandrawinata, Tyas Mirasih, Kieran Sidhu, Navy Rizky Tavania, Andrew Ralph Roxburgh, Nanie Darham, Jenny Cortez, Lucky L Moniaga, Majid Piranha","Tiara (Tamara Bleszynski) adalah mantan seorang atlit wushu yang mengalami trauma akibat kecelakaan. Suatu saat, Tiara dan kekasihnya--Lilo (Kieran Sidhu)--mengajak keponakannya--Mandy (Navy Rizky Tavania)--dan teman-temannya berlibur di sebuah pulau yang sunyi. Tidak seorang pun mengira bahwa pulau tersebut didiami oleh seorang pembunuh yang mengancam nyawa mereka."
"HeartBreak. com: Patah Hati Anda Bisnis Kita","Drama",2009,2009-12-03,"Colour",105,NA,NA,"Affandi Abdul Rachman, Amir Hamzah Abdul Rachman","Affandi Abdul Rachman","Syamsul Hadi, Affandi Abdul Rachman","Ramon Y Tungka, Raihaanun Soeriaatmadja, Gary Iskak, Ananda Omesh, Richa Novisha, Sophie Navita, Edo Borne, Shara Aryo","Agus (Ramon Y Tungka) kecewa dengan pacarnya tercinta, Nayla (Raihaanun Soeriaatmadja), ketika pulang dari studinya di Australia. Nayla mendaulat putus karena telah berpacaran dengan Kevin (Gary Iskak). Sahabat Agus, Wawan (Ananda Omesh) dan pacarnya Raya (Richa Novisha), jadi sibuk 'menghidupkan' Agus kembali yang kehilangan gairah hidup karena patah hati. Titik terang muncul ketika Wawan dan Agus menemukan sebuah lembaga intelijen yang khusus menangani kasus patah hati bernama, Heart-Break.Com. Perusahaan ini dipimpin oleh Mbak Elza (Sophie Navita) yang dibantu oleh agen-agen lainnya seperti Ferdy (Edo Borne) dan Nadia (Shara Aryo). Komedi romantis ini bercerita tentang seru dan kocaknya perjuangan jatuh bangunnya Agus demi usahanya mendapatkan Nayla kembali dibantu oleh strategi,taktik dan latihan simulasi khusus dari Heart-Break.Com."
"XXL: Double Extra Large","Comedy",2009,2009-11-26,"Colour",87,"DEWASA",6,"Chand Parwez Servia","Ivander Tedjasukmana","Monty Tiwa","Aming, Meichan, Sarah Sechan, Meriam Bellina, Dwi Sasono, Candil, Joe P Project, Migi Parahita, Epy Kusnandar, Iyang P Project, Debby Sahertian, Francine Roosenda, Tessy","Kasep (Aming) didaulat meneruskan kepemimpinan ayahnya (Candil) di geng berlatar etnis Sunda, ‘Barudak Lieur’. Sejak ayah Kasep menghilang tak tentu rimbanya, Barudak Lieur mengalami krisis karena terus menerus ditekan oleh geng saingan yang bernama ‘Wong Kenthir’ pimpinan Soemanto (Dwi Sasono). Tanggung jawab terasa berat untuk dipikul Kasep. Salah satu alasannya, Kasep merasa rendah diri karena ukuran alat kelaminnya tidak menunjang. Karenanya, Barudak Lieur pun mengusahakan pengobatan tradisional bagi Kasep. Kebetulan Mak Siat (Sarah Sechan), seorang ahli pengobatan alat kelamin pria baru saja keluar dari penjara. Ia bertekad mengembalikan nama harum padepokan ‘Manuk Riang’ yang diwariskan oleh gurunya. Namun, niat Mak Siat itu terganjal oleh sepak terjang Mak Lampir (Tessy), pesaingnya yang berhasil merebut pasien-pasiennya saat ia di penjara."
"Hantu Binal Jembatan Semanggi","Horor",2009,2009-11-19,"Colour",71,"DEWASA",1,"KK Dheeraj","Gunung Nusa Pelita","Melonys","Five Vi, Okie Agustina, Idea Fasha, Wicky Husein, Sandra Romero, Nia Hermasari, Yan Prasetyo, Putra Dinata, Cynthiara Alona, Lucky Banci, Stevani Nepa","Rico memiliki indra keenam yang membuatnya dapat berhubungan dengan alam gaib. Kemampuannya itu telah membuatnya mengalami stres, jiwa terguncang, kecelakaan, hingga kehilangan penglihatannya. Rico akhirnya mendapat donor mata dari Cherice yang baru saja meninggal. Namun, mata barunya ternyata menambah masalah bagi Rico karena ternyata arwah Cherice hendak melampiaskan dendamnya. Rico mulai dihantui oleh penunggu Jembatan Semanggi yang menuntut jatuhnya korban. Saudara kembar identik Rico, Ricky berusaha menolongnya."
"Emak Ingin Naik Haji","Drama",2009,2009-11-12,"Colour",76,"REMAJA",7.5,"Putut Widjanarko, Adenin Adlan","Aditya Gumay","Aditya Gumay, Adenin Adlan, Asma Nadia","Aty Cancer, Reza Rahadian, Didi Petet, Niniek L Karim, Aswin Fabanyo, Henidar Amroe, Ayu Pratiwi, Cut Memey, Helsi Herlinda, Jefri Al Bukhori, Adenin Adlan, Gagan Ramdhani, Alexia, Genta Windi, Dedi Maulana","Di usianya yang sudah lanjut, Emak (Aty Cancer) sangat menginginkan dapat menunaikan ibadah haji. Sayangnya, dengan pendapatannya sebagai penjual kue dan pemberian anaknya, Zein (Reza Rahardian), yang penjual lukisan keliling, Emak tidak memiliki biaya untuk mewujudkan keinginannya. Di tengah keadaannya, Emak tidak putus asa. Ia menabung uangnya ke tabungan haji di bank. Sementara, tetangga Emak yang kaya raya sudah beberapa kali menunaikan haji, apalagi pergi umroh. Di tempat lain ada orang berniat menunaikan haji hanya untuk kepentingan politik. Walaupun begitu, Zein berusaha mewujudkan keinginan Emak dan hampir putus asa."
"Jeritan Kuntilanak","Horor",2009,2009-11-05,"Colour",75,"DEWASA",4,"S Jakin","Koya Pagayo","Shinta Rianasari","Joanna Alexandra, Julia Perez, Cathrine Wilson, Garneta Haruni, Zaki Zimah, Andrew Ralph Roxburgh, Furry Citra Dellina, HIM Damsyik, Gaston Castano, Erly Ashy, Kimong","Lila, Reina, dan Vivin saling berteman. Reina jatuh cinta kepada Ferry yang secara diam-diam juga dicintai oleh Lila. Kedekatan Ferry dan Lila membuat Reina cemburu. Suatu hari Reina mengajak mereka ke villa orang tuanya. Lila tetap pergi bersama Reina meskipun tidak diijinkan oleh Yunita, kakaknya."
"Serigala Terakhir","Action, Drama",2009,2009-11-05,"Colour",140,"DEWASA",7,"Adiyanto Sumarjono","Upi","Upi","Vino G Bastian, Fathir Muchtar, Dion Wiyoko, Ali Syakieb, Reza Pahlevi, Dallas Pratama, Fanny Fabriana, Zaneta Georgina","Di sebuah pinggiran Jakarta sekelompok remaja laki-laki tumbuh dan menjalin persahabatan yang kuat. Mereka adalah Ale (Fathir Muchtar), Jarot (Vino G Bastian), Lukman (Dion Wiyoko), Sadat (Ali Syakieb), Reza Pahlevi (Fatir), dan Jago (Dallas Pratama). Ale adalah sosok yang paling menonjol di antara mereka. Jiwa pemimpinnya sangat kentara sekali. Sementara Jarot adalah sosok yang paling tidak banyak omong dan tertutup."
"Putih Abu-Abu dan Sepatu Kets","Drama",2009,2009-10-29,"Colour",85,"REMAJA",10,"Firman Bintang","Nayato Fio Nuala","Viva Westi","Arumi Bachsin, Adipati, Michella Putri, Rana Audi Marissa, Filda Elishandi, Rendy Septino, Steven William, Raffi Ahmad","Tiga sahabat, Flory, Kemala, dan Icha. Usia mereka 14 tahunan, duduk di kelas 1 SMU. Tidak pernah ada rahasia di antara mereka. Mereka menjalin persahabatan dengan Dea, teman satu sekolah mereka yang nekad berusaha bunuh diri dengan. Dea depresi karena cowoknya Adit telah merekam dan menyebarkan adegan mesra mereka ke teman-teman sekolah Dea melalui internet dan telefon genggam."
"Ruma Maida","Drama",2009,2009-10-28,"Colour",95,NA,5.5,"Doddy M Husna","Teddy Soeriaatmadja","Ayu Utami","Yama Carlos, Atiqah Hasiholan, Davina Veronica, Imelda Soraya, Nino Fernandez, Wulan Guritno, Verdi Solaiman, Frans Tumbuan, Henky Solaiman, Imam Wibowo, Rizal Edwin Manangsang, Alfath Risvandy, Lucky Martin, Yehuda Rumbini, Alivia Aurice Pradiesha, Insos Sabarofek, Yobel Nathaniel, Adrian Simon, Anthony Matheus Tjandang, Tina Roostiati, David Van Noortwijk","Maida Lilian Manurung (Atiqah Hasiholan), gadis Batak dan mahasiswa jurusan sejarah, membuka sekolah gratisan untuk anak jalanan di sebuah rumah tua. Rumah sekolah itu ia beri nama Ruma Maida. Ini masa kini. Di masa lalu: Ishak Pahing (Nino Fernandez), keturunan Indo-Belanda memilih menjadi prajurit kemerdekaan. Bersama Soekarno (Imam Wibowo), ia berperang melawan Belanda. Kegemarannya kepada musik keroncong membuatnya sukses menciptakan lagu Pulau Tenggara, yang kemudian dipopulerkan oleh grup keroncongnya bersama sang istri, Nani Kuddus (Imelda Soraya). Lagu itu dikisahkan mengilhami Soekarno untuk membentuk Gerakan Non-Blok. Kisah dua tokoh tadi seolah berjalan sendiri-sendiri, tapi kemudian memiliki benang merahnya. Dalam film disajikan jua kenalan-kenalan Maida, seperti Om Kuan, mantan pacar ibunda Maida, hidup ketakutan setelah kerusuhan Mei 1998. Diceritakan bahwa sekolah Maida, yang sudah tiga tahun berjalan, terancam bubar. Pemilik rumah tua itu, Dasaad Muchlisin (Frans Tumbuan), hendak meruntuhkannya dan menjadikan lokasi itu pusat bisnis. Seorang arsitek eksentrik, Sakera (Yama Carlos), didaulat untuk menggusur sekolahnya. Namun, Sakera menaruh hati pada Maida. Sakera akhirnya berpihak pada gelora Maida untuk mempertahankan rumah. Cerita Maida menjadi terhubung dengan Ishak, akibat suatu malam sekolahnya itu kedatangan tiga musisi tua grup keroncong. Para musisi itu mengaku rindu kepada rumah penuh memori yang belakangan diketahui sebagai bekas rumah sosok pejuang bernama Ishak Pahing. Ishak dikisahkan berkawan dengan Bung Karno. Maida kemudian menemukan ruang rahasia di rumah reot yang digunakan untuk sekolahnya itu. Ia menemukan fakta yang mengantarkannya pada identitas Dasaad yang terselubung."
"Kembang Perawan","Comedy",2009,2009-10-22,"Colour",95,"REMAJA",NA,"Sentot Sahid","Joko Nugroho","Joko Nugroho","Adly Fairuz, Mario Merdhitia, Kris Anjar, Dimas Anggara, Titi Qadarsih, Indah Kalalo, Olivia Jensen Lubis, Ryana Dea","Syaki, Didan, Balqi, dan Astu baru lulus SMA. Saat kelulusan itu dipakai oleh Astu dan gengnya untuk melakukan evaluasi tentang nasib buruk mereka dalam pergaulan dan percintaan."
"Nazar","Comedy",2009,2009-10-15,"Colour",90,"DEWASA",NA,"Raam Punjabi","Sofyan D Surza","Chairul Rijal","Jessica Iskandar, Renata Kusmanto, Adelia Rasya, Ben Joshua, Ytonk Club80s","Cindy (Jessica Iskandar) bernazar akan menikahi Jajat (Ytonk Club80s), tukang ketoprak yang kebetulan sedang lewat, kalau ia bisa memenangkan mobil mewah dari undian tutup botol. Ternyata, Cindy benar-benar memenangkan mobil mewah itu! Cindy pun berusaha membatalkan nazar asal-asalannya itu. Nazar tidak bisa dianggap main-main. Berbagai kejadian malang menimpa Cindy. Ia akhirnya yakin bahwa nazarnya harus dipenuhi. Bersama Rani (Adelia Rasya) dan Dhea ( Renata Kusmanto), Cindy mencari Jajat yang ternyata sebentar lagi akan menikah di kampungnya."
"Perjaka Terakhir","Comedy",2009,2009-10-15,"Colour",86,"REMAJA",NA,"Koko Sunarso, Manoj Kumar Samtani","Arie Azis","Lingga Manna","Aming, Fahrani, Reza Rahadian, Nani Widjaja, Bogie Samudra, Bari Bintang","Ramya (Aming) berprofesi sebagai instruktur salsa. Hidup Ramya berubah drastis saat bertemu dengan Sigi (Fahrani), anggota debt collector. Pertemuan Sigi dan Ramya terjadi saat Sigi dikejar anggota geng Piratez yang dipimpin oleh Gery (Reza Rahadian). Saat Sigi terdesak, ia ditolong Ramya. Sementara, karena pusing selalu didesak untuk menikah oleh ibunya, Sigi nekad memaksa Ramya menikah dengannya. Setelah menikah, Ramya menjadi tahu profesi Sigi. Ramya malah terseret dalam masalah Sigi yang mau dibunuh oleh Torro, pimpinan gengnya. Torro ingin melenyapkan Sigi dengan memanfaatkan Gery. Ramya yang mulai jatuh cinta pada Sigi berusaha menolong Sigi meskipun seringkali kekonyolan Ramya membuat situasi makin kacau."
"The Police","Action, Comedy",2009,2009-10-03,"Colour",89,"REMAJA",6.5,"Axel Putra Kusuma","A Leung Wong","Ferry Fernandez, PKP Creative, Ki Kusumo","Vino G Bastian, Marrisa Nasution, Ki Kusumo, Ferry Irawan, Teguh Leo, Diaz Theo, Malih","Film ini menceritakan tentang persahabatan tiga polisi muda yang idealis, Jono, asli Betawi (Vino G. Bastian), Ucok, asli Batak (Teguh Leo), Albert, asli Ambon (Diaz Theo)"
"Maling Kutang","Comedy",2009,2009-10-01,"Colour",80,"REMAJA",4,"Ody Mulya Hidayat","Rako Prijanto","Raditya Dika","Arie K Untung, Indra Birowo, Deswita Maharani, Kinaryosih, Sogi Indra Dhuaja, Fanny Fadillah, Nani Widjaja, Ence Bagus","Syamsul, pemilik toko kelontong, terkejut ketika tidak sengaja melihat Ina, pemilik toko saingannya, menyembah-nyembah kutang pada sebuah pagi buta. Syamsul tidak tahu bahwa kutang itu milik Sugeni yang membuang kutang tersebut di depan toko Ina beberapa menit sebelumnya. Syamsul juga tidak tahu bahwa Ina hanya mengecek kutang tersebut di lampu jalanan depan rumahnya. Berbekal kesalahpahaman ini, plus diprovokasi oleh Yuyun, istrinya yang percaya pada takhayul dan gemar nonton program TV mistik, Syamsul pun mencuri kutang polka dot tersebut dari rumah Ina. Sugeni yang dimarahin neneknya karena membuat kutang polka dot kesayangannya hilang, berusaha mendapatkan kembali kutang tersebut dari tangan Syamsul."
"Get Married 2","Drama, Comedy",2009,2009-09-18,"Colour",92,"REMAJA",3,"Chand Parwez Servia","Hanung Bramantyo, Iqbal Rais","Cassandra Massardi","Nirina Zubir, Nino Fernandez, Aming, Ringgo Agus Rahman, Desta, Jaja Mihardja, Meriam Bellina, Ira Wibowo, Marissa Nasution","Setelah empat tahun pernikahannya, pasangan Mae (Nirina Zubir) dan Rendy (Nino Fernandez) tidak kunjung dikaruniai anak. Berbeda dengan ketiga sahabat Mae, Eman (Aming), Guntoro (Desta) dan Beni (Ringgo Agus Rahman) yang juga sudah menikah dan memiliki anak. Saat Rendy gagal datang di acara ulangtahun pernikahannya sendiri, Mae pun ngambek dan minta pulang ke rumah orangtuanya. Babe Mardi (Jaja Mihardja) dan Bu Mardi (Meriam Bellina) bukannya membujuk Mae supaya kembali ke suami, mereka malah mendukung Mae menceraikan Rendy karena Rendy gagal memberikan mereka cucu."
